metric_type,metric_name,seed,checkpoint_step,train_k,inference_k,train_k_b,inference_k_b,pair,value,extra
logit_cutoff_sanity,top1_agreement,2,2000,2,2,,4,2-4,1.0,derived_from_same_gate_logits
logit_cutoff_sanity,nestedness,2,2000,2,2,,4,2-4,1.0,derived_from_same_gate_logits
logit_cutoff_sanity,spearman,2,2000,2,2,,4,2-4,1.0,derived_from_same_gate_logits
logit_cutoff_sanity,coactivation_cosine,2,2000,2,2,,4,2-4,0.9907237604476153,derived_from_same_gate_logits
logit_cutoff_sanity,top_pair_overlap,2,2000,2,2,,4,2-4,0.42857142857142855,derived_from_same_gate_logits
same_weight_infer_path,top1_agreement,2,2000,1,1,,2,1-2,0.7999441964285714,
same_weight_infer_path,nestedness,2,2000,1,1,,2,1-2,0.9326636904761905,
same_weight_infer_path,spearman,2,2000,1,1,,2,1-2,0.902401328086853,
same_weight_infer_path,top1_agreement,2,2000,1,1,,4,1-4,0.7475818452380952,
same_weight_infer_path,nestedness,2,2000,1,1,,4,1-4,0.9830729166666666,
same_weight_infer_path,spearman,2,2000,1,1,,4,1-4,0.8664833307266235,
same_weight_infer_path,top1_agreement,2,2000,1,2,,4,2-4,0.8527715773809523,
same_weight_infer_path,nestedness,2,2000,1,2,,4,2-4,0.9913504464285714,
same_weight_infer_path,spearman,2,2000,1,2,,4,2-4,0.9389017820358276,
same_weight_infer_path,coactivation_cosine,2,2000,1,2,,4,2-4,0.9925263085550694,
same_weight_infer_path,top_pair_overlap,2,2000,1,2,,4,2-4,0.6666666666666666,
same_weight_infer_path,top1_agreement,2,2000,2,1,,2,1-2,0.8303571428571429,
same_weight_infer_path,nestedness,2,2000,2,1,,2,1-2,0.9439174107142857,
same_weight_infer_path,spearman,2,2000,2,1,,2,1-2,0.9055081605911255,
same_weight_infer_path,top1_agreement,2,2000,2,1,,4,1-4,0.7897135416666666,
same_weight_infer_path,nestedness,2,2000,2,1,,4,1-4,0.9855840773809523,
same_weight_infer_path,spearman,2,2000,2,1,,4,1-4,0.872637152671814,
same_weight_infer_path,top1_agreement,2,2000,2,2,,4,2-4,0.8866257440476191,
same_weight_infer_path,nestedness,2,2000,2,2,,4,2-4,0.9929780505952381,
same_weight_infer_path,spearman,2,2000,2,2,,4,2-4,0.9464684724807739,
same_weight_infer_path,coactivation_cosine,2,2000,2,2,,4,2-4,0.9902099122742641,
same_weight_infer_path,top_pair_overlap,2,2000,2,2,,4,2-4,0.42857142857142855,
matched_train_k_pair,top1_agreement,2,2000,1,1,2,2,1-2,0.41248139880952384,
matched_train_k_pair,nestedness,2,2000,1,1,2,2,1-2,0.6219308035714286,
matched_train_k_pair,spearman,2,2000,1,1,2,2,1-2,0.5451211929321289,
mismatch_cost,validation_loss_delta,2,2000,1,2,,,,0.041217803955078125,
mismatch_cost,validation_loss_delta,2,2000,1,4,,,,-0.08278560638427734,
mismatch_cost,validation_loss_delta,2,2000,2,1,,,,0.18799400329589844,
mismatch_cost,validation_loss_delta,2,2000,2,4,,,,-0.3248915672302246,
logit_cutoff_sanity,top1_agreement,2,3000,2,1,,2,1-2,1.0,derived_from_same_gate_logits
logit_cutoff_sanity,nestedness,2,3000,2,1,,2,1-2,1.0,derived_from_same_gate_logits
logit_cutoff_sanity,spearman,2,3000,2,1,,2,1-2,1.0,derived_from_same_gate_logits
logit_cutoff_sanity,top1_agreement,2,3000,2,1,,4,1-4,1.0,derived_from_same_gate_logits
logit_cutoff_sanity,nestedness,2,3000,2,1,,4,1-4,1.0,derived_from_same_gate_logits
logit_cutoff_sanity,spearman,2,3000,2,1,,4,1-4,1.0,derived_from_same_gate_logits
logit_cutoff_sanity,top1_agreement,2,3000,2,2,,4,2-4,1.0,derived_from_same_gate_logits
logit_cutoff_sanity,nestedness,2,3000,2,2,,4,2-4,1.0,derived_from_same_gate_logits
logit_cutoff_sanity,spearman,2,3000,2,2,,4,2-4,1.0,derived_from_same_gate_logits
logit_cutoff_sanity,coactivation_cosine,2,3000,2,2,,4,2-4,0.9924099896107552,derived_from_same_gate_logits
logit_cutoff_sanity,top_pair_overlap,2,3000,2,2,,4,2-4,0.5384615384615384,derived_from_same_gate_logits
same_weight_infer_path,top1_agreement,2,3000,2,1,,2,1-2,0.8387276785714286,
same_weight_infer_path,nestedness,2,3000,2,1,,2,1-2,0.9484747023809523,
same_weight_infer_path,spearman,2,3000,2,1,,2,1-2,0.9080127477645874,
same_weight_infer_path,top1_agreement,2,3000,2,1,,4,1-4,0.7994791666666666,
same_weight_infer_path,nestedness,2,3000,2,1,,4,1-4,0.9878162202380952,
same_weight_infer_path,spearman,2,3000,2,1,,4,1-4,0.875848114490509,
same_weight_infer_path,top1_agreement,2,3000,2,2,,4,2-4,0.8862537202380952,
same_weight_infer_path,nestedness,2,3000,2,2,,4,2-4,0.9937220982142857,
same_weight_infer_path,spearman,2,3000,2,2,,4,2-4,0.9470574259757996,
same_weight_infer_path,coactivation_cosine,2,3000,2,2,,4,2-4,0.9908815709315361,
same_weight_infer_path,top_pair_overlap,2,3000,2,2,,4,2-4,0.42857142857142855,
mismatch_cost,validation_loss_delta,2,3000,2,1,,,,0.19889020919799805,
mismatch_cost,validation_loss_delta,2,3000,2,4,,,,-0.33402204513549805,
logit_cutoff_sanity,top1_agreement,2,4000,1,1,,2,1-2,1.0,derived_from_same_gate_logits
logit_cutoff_sanity,nestedness,2,4000,1,1,,2,1-2,1.0,derived_from_same_gate_logits
logit_cutoff_sanity,spearman,2,4000,1,1,,2,1-2,1.0,derived_from_same_gate_logits
logit_cutoff_sanity,top1_agreement,2,4000,1,1,,4,1-4,1.0,derived_from_same_gate_logits
logit_cutoff_sanity,nestedness,2,4000,1,1,,4,1-4,1.0,derived_from_same_gate_logits
logit_cutoff_sanity,spearman,2,4000,1,1,,4,1-4,1.0,derived_from_same_gate_logits
logit_cutoff_sanity,top1_agreement,2,4000,1,2,,4,2-4,1.0,derived_from_same_gate_logits
logit_cutoff_sanity,nestedness,2,4000,1,2,,4,2-4,1.0,derived_from_same_gate_logits
logit_cutoff_sanity,spearman,2,4000,1,2,,4,2-4,1.0,derived_from_same_gate_logits
logit_cutoff_sanity,coactivation_cosine,2,4000,1,2,,4,2-4,0.993968615387053,derived_from_same_gate_logits
logit_cutoff_sanity,top_pair_overlap,2,4000,1,2,,4,2-4,0.6666666666666666,derived_from_same_gate_logits
same_weight_infer_path,top1_agreement,2,4000,1,1,,2,1-2,0.80078125,
same_weight_infer_path,nestedness,2,4000,1,1,,2,1-2,0.9302455357142857,
same_weight_infer_path,spearman,2,4000,1,1,,2,1-2,0.9018100500106812,
same_weight_infer_path,top1_agreement,2,4000,1,1,,4,1-4,0.7546502976190477,
same_weight_infer_path,nestedness,2,4000,1,1,,4,1-4,0.9810267857142857,
same_weight_infer_path,spearman,2,4000,1,1,,4,1-4,0.8661733269691467,
same_weight_infer_path,top1_agreement,2,4000,1,2,,4,2-4,0.8560267857142857,
same_weight_infer_path,nestedness,2,4000,1,2,,4,2-4,0.9910714285714286,
same_weight_infer_path,spearman,2,4000,1,2,,4,2-4,0.9398096799850464,
same_weight_infer_path,coactivation_cosine,2,4000,1,2,,4,2-4,0.9931094493440491,
same_weight_infer_path,top_pair_overlap,2,4000,1,2,,4,2-4,0.6666666666666666,
mismatch_cost,validation_loss_delta,2,4000,1,2,,,,0.0328826904296875,
mismatch_cost,validation_loss_delta,2,4000,1,4,,,,-0.07683277130126953,
logit_cutoff_sanity,top1_agreement,2,6000,1,1,,2,1-2,1.0,derived_from_same_gate_logits
logit_cutoff_sanity,nestedness,2,6000,1,1,,2,1-2,1.0,derived_from_same_gate_logits
logit_cutoff_sanity,spearman,2,6000,1,1,,2,1-2,1.0,derived_from_same_gate_logits
logit_cutoff_sanity,top1_agreement,2,6000,1,1,,4,1-4,1.0,derived_from_same_gate_logits
logit_cutoff_sanity,nestedness,2,6000,1,1,,4,1-4,1.0,derived_from_same_gate_logits
logit_cutoff_sanity,spearman,2,6000,1,1,,4,1-4,1.0,derived_from_same_gate_logits
logit_cutoff_sanity,top1_agreement,2,6000,1,2,,4,2-4,1.0,derived_from_same_gate_logits
logit_cutoff_sanity,nestedness,2,6000,1,2,,4,2-4,1.0,derived_from_same_gate_logits
logit_cutoff_sanity,spearman,2,6000,1,2,,4,2-4,1.0,derived_from_same_gate_logits
logit_cutoff_sanity,coactivation_cosine,2,6000,1,2,,4,2-4,0.9939352766078381,derived_from_same_gate_logits
logit_cutoff_sanity,top_pair_overlap,2,6000,1,2,,4,2-4,0.3333333333333333,derived_from_same_gate_logits
same_weight_infer_path,top1_agreement,2,6000,1,1,,2,1-2,0.7978980654761905,
same_weight_infer_path,nestedness,2,6000,1,1,,2,1-2,0.9333147321428571,
same_weight_infer_path,spearman,2,6000,1,1,,2,1-2,0.9066109657287598,
same_weight_infer_path,top1_agreement,2,6000,1,1,,4,1-4,0.7537202380952381,
same_weight_infer_path,nestedness,2,6000,1,1,,4,1-4,0.9849330357142857,
same_weight_infer_path,spearman,2,6000,1,1,,4,1-4,0.872643768787384,
same_weight_infer_path,top1_agreement,2,6000,1,2,,4,2-4,0.8590959821428571,
same_weight_infer_path,nestedness,2,6000,1,2,,4,2-4,0.9905133928571429,
same_weight_infer_path,spearman,2,6000,1,2,,4,2-4,0.9414749145507812,
same_weight_infer_path,coactivation_cosine,2,6000,1,2,,4,2-4,0.9943043857260744,
same_weight_infer_path,top_pair_overlap,2,6000,1,2,,4,2-4,0.3333333333333333,
mismatch_cost,validation_loss_delta,2,6000,1,2,,,,0.05745983123779297,
mismatch_cost,validation_loss_delta,2,6000,1,4,,,,-0.03207206726074219,
matched_train_k_final_pair,top1_agreement,2,6000/3000,1,1,2,2,1-2,0.35788690476190477,own_final_steps
matched_train_k_final_pair,nestedness,2,6000/3000,1,1,2,2,1-2,0.5630580357142857,own_final_steps
matched_train_k_final_pair,spearman,2,6000/3000,1,1,2,2,1-2,0.47336041927337646,own_final_steps
matched_train_k_final_pair,top1_agreement,2,6000/1500,1,1,4,4,1-4,0.35704985119047616,own_final_steps
matched_train_k_final_pair,nestedness,2,6000/1500,1,1,4,4,1-4,0.7918526785714286,own_final_steps
matched_train_k_final_pair,spearman,2,6000/1500,1,1,4,4,1-4,0.45455995202064514,own_final_steps
matched_train_k_final_pair,top1_agreement,2,3000/1500,2,2,4,4,2-4,0.6148623511904762,own_final_steps
matched_train_k_final_pair,nestedness,2,3000/1500,2,2,4,4,2-4,0.9102957589285714,own_final_steps
matched_train_k_final_pair,spearman,2,3000/1500,2,2,4,4,2-4,0.7388481497764587,own_final_steps
matched_train_k_final_pair,coactivation_cosine,2,3000/1500,2,2,4,4,2-4,0.9873899089770013,own_final_steps
matched_train_k_final_pair,top_pair_overlap,2,3000/1500,2,2,4,4,2-4,0.25,own_final_steps
