task_id,task_name,train_k,inference_k,matched_loss,observed_loss,delta_loss,seed_values,num_seeds
0,general_ko,5,4,0.45498809897237347,0.4739707549413045,0.01898265596893097,0.037547;0.009312;0.011081;0.005985;0.030988,5
0,general_ko,5,5,0.45498809897237347,0.45498809897237347,0.0,0.000000;0.000000;0.000000;0.000000;0.000000,5
0,general_ko,5,6,0.45498809897237347,0.45036602848105967,-0.004622070491313912,-0.006176;-0.005522;-0.009070;-0.000144;-0.002198,5
0,general_ko,5,7,0.45498809897237347,0.4480032748646206,-0.006984824107752907,-0.006362;-0.021755;-0.003025;0.004118;-0.007901,5
0,general_ko,5,8,0.45498809897237347,0.4469656336638662,-0.008022465308507276,-0.014686;-0.027432;0.004163;0.006065;-0.008223,5
0,general_ko,6,1,0.4722423391209708,1.7324741303920745,1.2602317912711036,1.282889;1.118839;1.300889;1.361907;1.236636,5
0,general_ko,6,2,0.4722423391209708,0.7358261168003082,0.2635837776793374,0.247348;0.267078;0.287997;0.312169;0.203327,5
0,general_ko,6,3,0.4722423391209708,0.5802232518792152,0.10798091275824435,0.117617;0.138477;0.093696;0.100061;0.090054,5
0,general_ko,6,4,0.4722423391209708,0.5074823403524028,0.03524000123143195,0.019259;0.034647;0.056568;0.039527;0.026199,5
0,general_ko,6,5,0.4722423391209708,0.48885781011647655,0.016615470995505643,0.009771;0.010504;0.031874;0.012579;0.018349,5
0,general_ko,6,6,0.4722423391209708,0.4722423391209708,0.0,0.000000;0.000000;0.000000;0.000000;0.000000,5
0,general_ko,6,7,0.4722423391209708,0.46727502834465773,-0.00496731077631315,-0.006286;-0.009985;-0.000498;-0.003151;-0.004917,5
0,general_ko,6,8,0.4722423391209708,0.46726115602586005,-0.004981183095110797,-0.011438;-0.010523;-0.000604;0.003269;-0.005610,5
0,general_ko,7,1,0.48772056177258494,2.0754965755674575,1.5877760137948724,1.701544;1.551372;1.491519;1.508265;1.686181,5
0,general_ko,7,2,0.48772056177258494,0.8456042456958028,0.35788368392321795,0.319124;0.460232;0.359719;0.256120;0.394223,5
0,general_ko,7,3,0.48772056177258494,0.6021991948286691,0.11447863305608433,0.111219;0.177590;0.111250;0.071830;0.100504,5
0,general_ko,7,4,0.48772056177258494,0.5305456870959865,0.042825125323401526,0.038351;0.061268;0.046208;0.024349;0.043948,5
0,general_ko,7,5,0.48772056177258494,0.5065999569164382,0.018879395143853273,0.025237;0.013296;0.021577;0.007713;0.026575,5
0,general_ko,7,6,0.48772056177258494,0.4955436572432518,0.007823095470666886,0.007996;0.011670;0.001794;0.001415;0.016241,5
0,general_ko,7,7,0.48772056177258494,0.48772056177258494,0.0,0.000000;0.000000;0.000000;0.000000;0.000000,5
0,general_ko,7,8,0.48772056177258494,0.48525438391500053,-0.0024661778575844283,0.001565;-0.001003;-0.002020;0.002762;-0.013635,5
0,general_ko,8,1,0.5061372101306916,2.0951785054471754,1.5890412953164843,1.707256;1.486363;1.576859;1.579799;1.594930,5
0,general_ko,8,2,0.5061372101306916,0.9153366521000862,0.4091994419693948,0.387043;0.486541;0.484889;0.298517;0.389007,5
0,general_ko,8,3,0.5061372101306916,0.6432933618625005,0.137156151731809,0.102813;0.185202;0.181169;0.131838;0.084758,5
0,general_ko,8,4,0.5061372101306916,0.5660039826399751,0.0598667725092835,0.049578;0.072338;0.093424;0.037308;0.046686,5
0,general_ko,8,5,0.5061372101306916,0.5385657985177306,0.03242858838703899,0.017529;0.046365;0.065718;0.016174;0.016358,5
0,general_ko,8,6,0.5061372101306916,0.5236198354926374,0.017482625361945902,0.009067;0.015004;0.043630;0.004313;0.015399,5
0,general_ko,8,7,0.5061372101306916,0.5095321667691072,0.0033949566384156803,-0.005995;0.008380;0.011453;-0.000384;0.003520,5
0,general_ko,8,8,0.5061372101306916,0.5061372101306916,0.0,0.000000;0.000000;0.000000;0.000000;0.000000,5
1,general_en,1,1,0.29469336701764,0.29469336701764,0.0,0.000000;0.000000;0.000000;0.000000;0.000000,5
1,general_en,1,2,0.29469336701764,0.2852911685076025,-0.009402198510037518,0.002912;0.000611;-0.019472;-0.020611;-0.010453,5
1,general_en,1,3,0.29469336701764,0.2946191467344761,-7.422028316390605e-05,0.010205;0.019664;-0.007925;-0.006824;-0.015491,5
1,general_en,1,4,0.29469336701764,0.3120558953947491,0.01736252837710912,0.032455;0.047690;-0.007154;0.023406;-0.009584,5
1,general_en,1,5,0.29469336701764,0.33335893510116477,0.038665568083524726,0.059270;0.053899;0.003761;0.082869;-0.006471,5
1,general_en,1,6,0.29469336701764,0.350061144017511,0.05536777699987096,0.084473;0.071787;0.009921;0.104024;0.006634,5
1,general_en,1,7,0.29469336701764,0.36629019950826963,0.07159683249062963,0.100514;0.093969;0.023054;0.118917;0.021530,5
1,general_en,1,8,0.29469336701764,0.38406036446491876,0.08936699744727877,0.123830;0.112814;0.030227;0.143835;0.036129,5
1,general_en,2,1,0.36994853292902313,0.6362844285037782,0.2663358955747551,0.197475;0.348992;0.251829;0.259781;0.273602,5
1,general_en,2,2,0.36994853292902313,0.36994853292902313,0.0,0.000000;0.000000;0.000000;0.000000;0.000000,5
1,general_en,2,3,0.36994853292902313,0.3523670457303524,-0.017581487198670708,-0.019648;0.009457;-0.024910;-0.028842;-0.023965,5
1,general_en,2,4,0.36994853292902313,0.35115382580293547,-0.018794707126087617,-0.026356;0.007267;-0.006860;-0.037859;-0.030166,5
1,general_en,2,5,0.36994853292902313,0.3617679475082291,-0.008180585420793963,-0.013027;0.012444;0.013674;-0.034505;-0.019488,5
1,general_en,2,6,0.36994853292902313,0.3778919383055634,0.00794340537654028,0.011782;0.015912;0.051489;-0.027213;-0.012254,5
1,general_en,2,7,0.36994853292902313,0.3973400923113028,0.027391559382279718,0.026532;0.036316;0.083043;-0.017438;0.008506,5
1,general_en,2,8,0.36994853292902313,0.4245377134117815,0.05458918048275842,0.056796;0.055965;0.128229;-0.003472;0.035428,5
1,general_en,3,1,0.3719022716912958,0.8754153299662801,0.5035130582749843,0.394524;0.592345;0.404618;0.622336;0.503742,5
1,general_en,3,2,0.3719022716912958,0.4137812446388933,0.041878972947597494,0.027337;0.044763;0.038981;0.057080;0.041233,5
1,general_en,3,3,0.3719022716912958,0.3719022716912958,0.0,0.000000;0.000000;0.000000;0.000000;0.000000,5
1,general_en,3,4,0.3719022716912958,0.3657837497691313,-0.006118521922164499,-0.007356;-0.000830;0.000538;-0.019350;-0.003594,5
1,general_en,3,5,0.3719022716912958,0.36783964725004303,-0.0040626244412528155,-0.005367;-0.009117;0.009933;-0.008797;-0.006964,5
1,general_en,3,6,0.3719022716912958,0.37575350420342557,0.0038512325121296763,0.004378;-0.006597;0.019417;-0.002930;0.004988,5
1,general_en,3,7,0.3719022716912958,0.39502042879660926,0.023118157105313408,0.016345;0.017500;0.044490;0.023244;0.014012,5
1,general_en,3,8,0.3719022716912958,0.4134281434118748,0.041525871720578936,0.030379;0.032305;0.067346;0.045711;0.031888,5
1,general_en,4,1,0.40921460141738253,1.2834620477424727,0.8742474463250902,0.737112;0.837106;0.838854;0.993435;0.964730,5
1,general_en,4,2,0.40921460141738253,0.5347780424687597,0.1255634410513772,0.150902;0.097201;0.096965;0.136418;0.146331,5
1,general_en,4,3,0.40921460141738253,0.4281631099681059,0.018948508550723397,0.026436;0.014351;0.024442;0.018486;0.011028,5
1,general_en,4,4,0.40921460141738253,0.40921460141738253,0.0,0.000000;0.000000;0.000000;0.000000;0.000000,5
1,general_en,4,5,0.40921460141738253,0.4097564196421041,0.0005418182247214909,-0.004070;0.021448;-0.006353;-0.001966;-0.006351,5
1,general_en,4,6,0.40921460141738253,0.4077521214882533,-0.001462479929129279,-0.013872;0.016302;0.001525;-0.006378;-0.004890,5
1,general_en,4,7,0.40921460141738253,0.41326499059796334,0.004050389180580783,-0.008553;0.030355;0.013053;-0.016749;0.002145,5
1,general_en,4,8,0.40921460141738253,0.42884134434991417,0.019626742932531572,-0.005541;0.063110;0.030525;-0.010829;0.020869,5
1,general_en,5,1,0.45703580867913035,1.70655144419935,1.2495156355202197,1.220888;1.202926;1.244198;1.227955;1.351612,5
1,general_en,5,2,0.45703580867913035,0.7360355036126243,0.27899969493349397,0.327741;0.192094;0.201082;0.305349;0.368732,5
1,general_en,5,3,0.45703580867913035,0.5511609985596604,0.09412518988053005,0.112787;0.059914;0.076707;0.130899;0.090319,5
1,general_en,5,4,0.45703580867913035,0.4829036922090584,0.02586788352992799,0.033406;0.010814;0.021072;0.042929;0.021119,5
1,general_en,5,5,0.45703580867913035,0.45703580867913035,0.0,0.000000;0.000000;0.000000;0.000000;0.000000,5
1,general_en,5,6,0.45703580867913035,0.4519658522473442,-0.005069956431786227,-0.003339;-0.006423;-0.004265;-0.006581;-0.004741,5
1,general_en,5,7,0.45703580867913035,0.450126271115409,-0.006909537563721346,-0.001171;-0.008955;-0.008857;-0.014042;-0.001523,5
1,general_en,5,8,0.45703580867913035,0.45495848647422255,-0.0020773222049077387,0.002374;-0.002265;-0.005731;-0.013506;0.008741,5
1,general_en,6,1,0.45872293586532276,1.9973105311393735,1.538587595274051,1.589341;1.331955;1.710136;1.578482;1.483023,5
1,general_en,6,2,0.45872293586532276,0.7847418179942501,0.3260188821289275,0.364094;0.286695;0.292769;0.395484;0.291052,5
1,general_en,6,3,0.45872293586532276,0.5561689813931783,0.09744604552785556,0.103057;0.054929;0.066586;0.144008;0.118650,5
1,general_en,6,4,0.45872293586532276,0.5004228019879924,0.04169986612266966,0.058063;0.017478;0.032100;0.055126;0.045733,5
1,general_en,6,5,0.45872293586532276,0.4709782188137373,0.012255282948414482,0.009504;0.000668;0.026116;0.015305;0.009683,5
1,general_en,6,6,0.45872293586532276,0.45872293586532276,0.0,0.000000;0.000000;0.000000;0.000000;0.000000,5
1,general_en,6,7,0.45872293586532276,0.45358372057477636,-0.005139215290546406,0.000709;-0.004240;-0.000748;-0.009593;-0.011824,5
1,general_en,6,8,0.45872293586532276,0.45419445981582,-0.004528476049502683,-0.000194;-0.005304;0.006249;-0.014965;-0.008427,5
1,general_en,7,1,0.49619906147321063,2.0715023736159006,1.5753033121426903,1.659105;1.578414;1.327783;1.644677;1.666539,5
1,general_en,7,2,0.49619906147321063,0.9467356542746227,0.450536592801412,0.477913;0.433861;0.361638;0.455474;0.523797,5
1,general_en,7,3,0.49619906147321063,0.6395561050209734,0.14335704354776277,0.154553;0.113262;0.160984;0.161563;0.126422,5
1,general_en,7,4,0.49619906147321063,0.5619224449826612,0.06572338350945049,0.052330;0.057035;0.074279;0.098666;0.046307,5
1,general_en,7,5,0.49619906147321063,0.5235235107441744,0.02732444927096366,0.035881;0.017242;0.020071;0.054555;0.008873,5
1,general_en,7,6,0.49619906147321063,0.5090973594950305,0.012898298021819864,0.021175;0.008363;0.013458;0.024024;-0.002529,5
1,general_en,7,7,0.49619906147321063,0.49619906147321063,0.0,0.000000;0.000000;0.000000;0.000000;0.000000,5
1,general_en,7,8,0.49619906147321063,0.4890275295409891,-0.00717153193222152,-0.006337;-0.005250;-0.015295;-0.013790;0.004815,5
1,general_en,8,1,0.47553212410873835,2.200641642014186,1.7251095179054474,1.792693;1.740384;1.814119;1.617282;1.661069,5
1,general_en,8,2,0.47553212410873835,0.9314012093676463,0.4558690852589078,0.561643;0.440048;0.348349;0.430930;0.498376,5
1,general_en,8,3,0.47553212410873835,0.6505653806858592,0.1750332565771209,0.116030;0.215164;0.144047;0.187409;0.212515,5
1,general_en,8,4,0.47553212410873835,0.5572548303339216,0.08172270622518328,0.069964;0.077993;0.086032;0.079806;0.094818,5
1,general_en,8,5,0.47553212410873835,0.5184935667448574,0.04296144263611901,0.035607;0.040901;0.056483;0.044325;0.037491,5
1,general_en,8,6,0.47553212410873835,0.4942525128523509,0.018720388743612492,0.007501;0.008512;0.026818;0.031558;0.019212,5
1,general_en,8,7,0.47553212410873835,0.4831819050841862,0.007649780975447784,0.005320;0.002475;0.010885;0.014515;0.005053,5
1,general_en,8,8,0.47553212410873835,0.47553212410873835,0.0,0.000000;0.000000;0.000000;0.000000;0.000000,5
2,math_ko,1,1,0.2931569122605853,0.2931569122605853,0.0,0.000000;0.000000;0.000000;0.000000;0.000000,5
2,math_ko,1,2,0.2931569122605853,0.2855649071435133,-0.007592005117072009,-0.022852;-0.010707;0.001723;-0.005294;-0.000830,5
2,math_ko,1,3,0.2931569122605853,0.294270210299227,0.0011132980386416081,-0.016906;0.012694;-0.003738;-0.003030;0.016547,5
2,math_ko,1,4,0.2931569122605853,0.30576568759149975,0.012608775330914378,-0.007585;0.025352;0.018718;0.005575;0.020984,5
2,math_ko,1,5,0.2931569122605853,0.3248213384714391,0.03166442621085378,0.006465;0.045757;0.034317;0.039258;0.032526,5
2,math_ko,1,6,0.2931569122605853,0.3412598893874222,0.048102977126836775,0.025161;0.058839;0.043606;0.051985;0.060924,5
2,math_ko,1,7,0.2931569122605853,0.36225517897142306,0.06909826671083766,0.045752;0.075576;0.059870;0.072883;0.091410,5
2,math_ko,1,8,0.2931569122605853,0.3787591581543287,0.0856022458937433,0.054037;0.089798;0.079588;0.091183;0.113406,5
2,math_ko,2,1,0.34383004158735275,0.566157776531246,0.22232773494389324,0.200738;0.241844;0.228547;0.300629;0.139881,5
2,math_ko,2,2,0.34383004158735275,0.34383004158735275,0.0,0.000000;0.000000;0.000000;0.000000;0.000000,5
2,math_ko,2,3,0.34383004158735275,0.32209461405873296,-0.021735427528619778,-0.011716;-0.029500;-0.012802;-0.015255;-0.039405,5
2,math_ko,2,4,0.34383004158735275,0.330568808896674,-0.013261232690678738,0.004803;-0.021452;-0.001848;-0.011801;-0.036008,5
2,math_ko,2,5,0.34383004158735275,0.3496313221752644,0.0058012805879116055,0.023567;-0.015694;0.010413;0.018849;-0.008129,5
2,math_ko,2,6,0.34383004158735275,0.37088417063156764,0.02705412904421487,0.040432;0.003840;0.027147;0.051348;0.012503,5
2,math_ko,2,7,0.34383004158735275,0.39529818014966117,0.051468138562308405,0.065914;0.019885;0.048046;0.090608;0.032888,5
2,math_ko,2,8,0.34383004158735275,0.4226098312271966,0.07877978963984383,0.085889;0.043427;0.072097;0.131544;0.060942,5
2,math_ko,3,1,0.3238791175186634,0.7855786874890328,0.4616995699703693,0.554221;0.487227;0.411720;0.405923;0.449407,5
2,math_ko,3,2,0.3238791175186634,0.36194663080904216,0.038067513290378774,0.034193;0.039755;0.048163;0.040034;0.028192,5
2,math_ko,3,3,0.3238791175186634,0.3238791175186634,0.0,0.000000;0.000000;0.000000;0.000000;0.000000,5
2,math_ko,3,4,0.3238791175186634,0.3172827209035556,-0.006596396615107869,-0.004897;-0.015334;-0.014442;-0.001551;0.003243,5
2,math_ko,3,5,0.3238791175186634,0.31974476766255167,-0.004134349856111752,-0.002712;-0.016790;-0.000291;-0.004869;0.003991,5
2,math_ko,3,6,0.3238791175186634,0.3339206728670332,0.010041555348369802,0.012467;-0.001279;0.016814;0.008149;0.014057,5
2,math_ko,3,7,0.3238791175186634,0.3505934050513638,0.02671428753270042,0.036585;0.017669;0.033128;0.023516;0.022674,5
2,math_ko,3,8,0.3238791175186634,0.37537779708703356,0.05149867956837016,0.067301;0.039609;0.055181;0.052021;0.043381,5
2,math_ko,4,1,0.3316856979495949,1.1828398999240664,0.8511542019744714,1.070952;0.672215;0.688278;0.893560;0.930767,5
2,math_ko,4,2,0.3316856979495949,0.45825537095467245,0.12656967300507757,0.171009;0.086898;0.054138;0.143956;0.176846,5
2,math_ko,4,3,0.3316856979495949,0.3583428333202998,0.026657135370704854,0.044454;0.010639;0.015090;0.016557;0.046545,5
2,math_ko,4,4,0.3316856979495949,0.3316856979495949,0.0,0.000000;0.000000;0.000000;0.000000;0.000000,5
2,math_ko,4,5,0.3316856979495949,0.3307108754913012,-0.0009748224582937115,-0.003803;0.008877;0.002135;-0.005385;-0.006699,5
2,math_ko,4,6,0.3316856979495949,0.33559505798750455,0.003909360037909604,0.001205;0.016977;0.007181;0.000208;-0.006025,5
2,math_ko,4,7,0.3316856979495949,0.34689256391591494,0.015206865966320038,0.003984;0.032746;0.016943;0.009474;0.012888,5
2,math_ko,4,8,0.3316856979495949,0.36017380381623904,0.02848810586664412,0.009962;0.055304;0.028706;0.021009;0.027460,5
2,math_ko,5,1,0.3761974191500081,1.37259750035074,0.9964000812007321,1.161019;1.030867;0.890549;0.830132;1.069433,5
2,math_ko,5,2,0.3761974191500081,0.5429816487762663,0.16678422962625822,0.199509;0.125117;0.127471;0.113790;0.268033,5
2,math_ko,5,3,0.3761974191500081,0.4197860709495015,0.04358865179949337,0.046509;0.025858;0.022002;0.036324;0.087250,5
2,math_ko,5,4,0.3761974191500081,0.39323736197418635,0.017039942824178256,0.022486;0.013090;0.016953;0.006517;0.026154,5
2,math_ko,5,5,0.3761974191500081,0.3761974191500081,0.0,0.000000;0.000000;0.000000;0.000000;0.000000,5
2,math_ko,5,6,0.3761974191500081,0.37464435199896495,-0.0015530671510431415,0.009521;-0.012411;0.000744;0.000756;-0.006376,5
2,math_ko,5,7,0.3761974191500081,0.37963331300351355,0.003435893853505445,0.030403;-0.012842;-0.002683;0.006432;-0.004129,5
2,math_ko,5,8,0.3761974191500081,0.3899020954966545,0.013704676346646405,0.060078;-0.006069;-0.000976;0.013099;0.002391,5
2,math_ko,6,1,0.3834111327926318,1.7103294952048196,1.3269183624121876,1.271687;1.257836;1.481342;1.327600;1.296127,5
2,math_ko,6,2,0.3834111327926318,0.670292795697848,0.2868816629052163,0.276294;0.216243;0.271370;0.323359;0.347143,5
2,math_ko,6,3,0.3834111327926318,0.49394925153917735,0.11053811874654555,0.103568;0.094437;0.113633;0.123039;0.118014,5
2,math_ko,6,4,0.3834111327926318,0.42365473359823225,0.04024360080560048,0.038783;0.034514;0.035779;0.040390;0.051752,5
2,math_ko,6,5,0.3834111327926318,0.39872343929277526,0.01531230650014347,0.009399;0.020826;0.012432;0.028479;0.005426,5
2,math_ko,6,6,0.3834111327926318,0.3834111327926318,0.0,0.000000;0.000000;0.000000;0.000000;0.000000,5
2,math_ko,6,7,0.3834111327926318,0.38003334982527626,-0.003377782967355525,-0.003458;-0.003936;-0.004554;-0.002198;-0.002742,5
2,math_ko,6,8,0.3834111327926318,0.38027193860875236,-0.0031391941838794235,-0.000328;-0.002472;-0.008075;-0.002259;-0.002561,5
2,math_ko,7,1,0.39918213544620407,1.9499988433387543,1.5508167078925503,1.683497;1.360200;1.532827;1.692440;1.485119,5
2,math_ko,7,2,0.39918213544620407,0.7823925640847949,0.3832104286385908,0.348969;0.394629;0.374416;0.465379;0.332659,5
2,math_ko,7,3,0.39918213544620407,0.5535484965476725,0.15436636110146842,0.161280;0.179643;0.179327;0.159956;0.091626,5
2,math_ko,7,4,0.39918213544620407,0.45436808433797626,0.05518594889177216,0.064883;0.058264;0.076610;0.053194;0.022979,5
2,math_ko,7,5,0.39918213544620407,0.4217104564110438,0.022528320964839733,0.012124;0.008759;0.043903;0.021389;0.026467,5
2,math_ko,7,6,0.39918213544620407,0.4084418994685014,0.009259764022297324,0.010072;0.001703;0.017571;0.006305;0.010647,5
2,math_ko,7,7,0.39918213544620407,0.39918213544620407,0.0,0.000000;0.000000;0.000000;0.000000;0.000000,5
2,math_ko,7,8,0.39918213544620407,0.4019206004010306,0.0027384649548265693,-0.001887;-0.006210;0.013554;0.002351;0.005884,5
2,math_ko,8,1,0.4426139555043644,1.9741178598668838,1.5315039043625194,1.337376;1.375289;1.539741;1.744740;1.660373,5
2,math_ko,8,2,0.4426139555043644,0.8717510296238793,0.42913707411951485,0.309339;0.437598;0.599911;0.462989;0.335848,5
2,math_ko,8,3,0.4426139555043644,0.5917629342940118,0.14914897878964745,0.174979;0.142096;0.178022;0.143505;0.107143,5
2,math_ko,8,4,0.4426139555043644,0.5212973577280839,0.07868340222371951,0.109876;0.066493;0.077889;0.088676;0.050483,5
2,math_ko,8,5,0.4426139555043644,0.4904180691474013,0.04780411364303696,0.071142;0.033972;0.060935;0.037136;0.035835,5
2,math_ko,8,6,0.4426139555043644,0.46825099256303576,0.02563703705867132,0.050839;0.015372;0.031062;0.019588;0.011324,5
2,math_ko,8,7,0.4426139555043644,0.45222319505280917,0.009609239548444759,0.025073;0.003569;0.013119;0.007510;-0.001225,5
2,math_ko,8,8,0.4426139555043644,0.4426139555043644,0.0,0.000000;0.000000;0.000000;0.000000;0.000000,5
3,math_en,1,1,0.3302427738077111,0.3302427738077111,0.0,0.000000;0.000000;0.000000;0.000000;0.000000,5
3,math_en,1,2,0.3302427738077111,0.30138689602414764,-0.0288558777835634,-0.019943;-0.011240;-0.072416;-0.008131;-0.032549,5
3,math_en,1,3,0.3302427738077111,0.3101443045669132,-0.02009846924079788,-0.013259;-0.012060;-0.061391;0.016999;-0.030781,5
3,math_en,1,4,0.3302427738077111,0.33928250993291537,0.009039736125204301,-0.004456;0.004006;-0.041865;0.067907;0.019607,5
3,math_en,1,5,0.3302427738077111,0.3614074038962523,0.031164630088541246,0.027538;0.035654;-0.025483;0.098811;0.019303,5
3,math_en,1,6,0.3302427738077111,0.3850191740526093,0.05477640024489826,0.053356;0.049669;0.010250;0.129030;0.031577,5
3,math_en,1,7,0.3302427738077111,0.4064221856494744,0.07617941184176338,0.083037;0.071365;0.026453;0.152136;0.047906,5
3,math_en,1,8,0.3302427738077111,0.42883822818597156,0.09859545437826052,0.102650;0.095057;0.052917;0.170518;0.071835,5
3,math_en,2,1,0.3306356135341856,0.545590929273102,0.2149553157389164,0.163691;0.293154;0.231687;0.171198;0.215047,5
3,math_en,2,2,0.3306356135341856,0.3306356135341856,0.0,0.000000;0.000000;0.000000;0.000000;0.000000,5
3,math_en,2,3,0.3306356135341856,0.3247397517992391,-0.005895861734946573,0.007795;-0.007291;-0.013860;0.008318;-0.024442,5
3,math_en,2,4,0.3306356135341856,0.33950598496529794,0.0088703714311123,0.038185;-0.004679;-0.012916;0.010171;0.013592,5
3,math_en,2,5,0.3306356135341856,0.355148646235466,0.024513032701280378,0.068245;-0.000799;0.000794;0.020903;0.033422,5
3,math_en,2,6,0.3306356135341856,0.3844580355617735,0.05382242202758789,0.102423;0.016215;0.027400;0.044404;0.078671,5
3,math_en,2,7,0.3306356135341856,0.41761648580431937,0.08698087227013376,0.133578;0.030702;0.061304;0.076085;0.133236,5
3,math_en,2,8,0.3306356135341856,0.45845301796992627,0.12781740443574058,0.180066;0.063851;0.093025;0.114393;0.187752,5
3,math_en,3,1,0.3462624334626727,0.8081582917107475,0.46189585824807483,0.507875;0.416572;0.426235;0.452335;0.506462,5
3,math_en,3,2,0.3462624334626727,0.39402522949708835,0.04776279603441556,0.046024;0.021817;0.087012;0.038335;0.045626,5
3,math_en,3,3,0.3462624334626727,0.3462624334626727,0.0,0.000000;0.000000;0.000000;0.000000;0.000000,5
3,math_en,3,4,0.3462624334626727,0.33960141473346284,-0.0066610187292099,-0.000377;-0.003100;-0.011098;-0.015718;-0.003012,5
3,math_en,3,5,0.3462624334626727,0.3478558453420798,0.0015934118794070252,0.015721;0.008168;-0.001362;-0.012341;-0.002218,5
